,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Total Units Enrolled,Total Units Approved,Approval Rate,Improvement in Grades,Economic Hardship,Total Units without Evaluations
2622,1,51,1,8014,0,42,4.948759890378168,1,19,37,134,193,4.9344739331306915,1,0,1,1,0,1,3.091042453358316,0,2.6390573296152584,2.6390573296152584,2.6390573296152584,2.4849066497880004,2.619384564016554,0.0,2.302585092994046,2.4849066497880004,2.4849066497880004,2.3978952727983707,2.6100697927420065,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,2,24,21,0.875,-0.12727272727272876,6.790000000000001,0
2623,1,43,1,9991,0,1,4.898585790287632,41,37,37,9,8,4.751000634199631,0,0,0,1,0,0,3.5553480614894135,1,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,2.4423470353692043,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.4849066497880004,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,3,3,1.0,0.5,10.46,0
2624,1,1,4,9773,1,1,4.948759890378168,22,1,37,3,9,4.879006851617819,1,0,0,1,0,0,3.044522437723423,1,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5902671654458267,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5649493574615367,0.0,2.617395832834079,1.547562508716013,,2,12,12,1.0,-0.3333333333333339,18.099999999999998,0
2625,1,39,1,9991,0,1,4.709530201312334,1,37,37,9,9,4.907494535176743,0,0,0,1,1,0,3.2188758248682006,0,0.0,1.791759469228055,2.3978952727983707,0.0,0.0,0.0,0.0,1.791759469228055,2.0794415416798357,0.6931471805599453,2.5649493574615367,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,10,1,0.1,12.0,10.46,0
2626,1,1,1,9500,1,1,5.003946305945459,1,1,1,4,3,4.930870325627393,0,0,0,1,1,0,2.9444389791664403,0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.762718745301008,0.0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.733645748291174,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,2,15,15,1.0,-0.45396825396825413,17.42,0
2627,1,1,1,9500,1,1,4.927253685157205,1,1,19,4,4,4.838660029356445,0,0,0,1,1,0,2.995732273553991,0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.580216829592325,0.0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.580216829592325,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,1,14,14,1.0,0.0,9.879999999999999,0
2628,1,1,1,9147,1,1,4.795790545596741,1,1,19,7,7,4.721173861744398,0,0,0,1,1,1,2.9444389791664403,0,0.0,1.791759469228055,2.3978952727983707,1.6094379124341003,2.468099531471619,0.0,0.0,1.791759469228055,2.3978952727983707,1.6094379124341003,2.545531271604435,0.0,2.803360380906535,1.33500106673234,,1,10,8,0.8,0.9499999999999993,22.36,0
2629,1,39,9,9991,0,1,4.795790545596741,1,38,38,9,5,4.982235819574558,0,0,0,1,1,0,3.367295829986474,0,0.0,1.791759469228055,2.0794415416798357,1.6094379124341003,2.6210388241125804,0.0,0.0,1.791759469228055,2.0794415416798357,1.791759469228055,2.7300291078209855,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,1,10,9,0.9,1.583333333333334,10.46,0
2630,1,39,1,9991,0,1,4.875197323201151,1,1,1,9,7,5.031091302663638,0,0,0,1,1,0,3.367295829986474,0,0.0,1.791759469228055,2.6390573296152584,1.0986122886681098,2.4849066497880004,0.0,0.0,1.791759469228055,2.5649493574615367,0.6931471805599453,2.5649493574615367,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,0,10,3,0.3,1.0,9.68,0
2631,1,17,1,9254,1,1,4.890349128221754,1,38,38,0,5,4.844974178195408,0,0,0,1,1,0,3.044522437723423,0,0.0,1.9459101490553132,2.302585092994046,1.6094379124341003,2.463853240590168,0.0,0.0,1.9459101490553132,2.5649493574615367,0.0,0.0,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,0,12,4,0.3333333333333333,-10.75,9.879999999999999,0
2632,1,43,1,9500,1,1,4.875197323201151,1,1,1,7,4,4.919980925828125,1,0,0,1,1,0,3.1354942159291497,0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.606663261804255,0.6931471805599453,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.606663261804255,0.6931471805599453,2.341805806147327,-1.6094379124341005,,2,16,16,1.0,0.0,11.719999999999999,2
2633,1,1,4,9500,1,1,4.859812404361672,1,19,1,4,4,4.8307108619020225,1,0,0,1,1,0,2.995732273553991,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.6148900891968374,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.6148900891968374,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,16,14,0.875,0.0,10.46,0
2634,1,1,1,9670,1,1,4.890349128221754,1,1,19,7,5,4.874433672915854,1,0,0,1,1,0,3.044522437723423,0,0.0,1.9459101490553132,2.3978952727983707,1.9459101490553132,2.618438042412523,0.0,0.0,1.9459101490553132,2.1972245773362196,1.6094379124341003,2.6390573296152584,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,1,12,10,0.8333333333333334,0.2857142857142865,11.11,0
2635,1,39,2,9556,1,1,4.898585790287632,1,3,1,2,4,4.920710586568268,0,0,0,1,1,0,3.295836866004329,0,0.0,2.0794415416798357,2.0794415416798357,1.0986122886681098,2.545531271604435,0.0,0.0,1.791759469228055,2.3978952727983707,0.0,0.0,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,0,12,2,0.16666666666666666,-11.75,11.11,0
2636,1,1,2,9254,1,1,4.795790545596741,1,37,37,9,9,4.754451888703846,1,0,0,0,1,0,3.091042453358316,0,0.0,1.9459101490553132,2.4849066497880004,1.3862943611198906,2.4849066497880004,0.0,0.0,1.9459101490553132,2.70805020110221,0.0,0.0,0.0,2.341805806147327,-1.6094379124341005,,0,12,3,0.25,-11.0,11.719999999999999,0
2637,1,16,2,171,1,1,4.983606621708336,1,3,3,2,2,4.973971309724664,1,0,0,1,1,0,2.9444389791664403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,2,0,0,,0.0,11.11,0
2638,1,17,1,9147,1,1,4.852030263919617,1,37,38,9,7,4.760463070394127,1,0,0,1,1,0,2.9444389791664403,0,0.0,1.791759469228055,1.791759469228055,1.791759469228055,2.667228206581955,0.0,0.0,1.791759469228055,1.9459101490553132,1.791759469228055,2.580216829592325,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,2,10,10,1.0,-1.200000000000001,9.68,0
2639,1,1,2,171,1,1,4.912654885736052,1,19,19,4,7,5.0106352940962555,1,0,0,1,1,0,3.1354942159291497,0,2.70805020110221,2.8903717578961645,3.091042453358316,2.8903717578961645,2.608520605755177,0.0,2.772588722239781,2.8903717578961645,3.044522437723423,2.8903717578961645,2.5739584274039027,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,2,34,34,1.0,-0.4613003095975241,9.68,0
2640,2,39,1,9119,1,19,4.898585790287632,1,37,37,9,9,4.61512051684126,0,0,0,1,1,0,3.6109179126442243,0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,10,0,0.0,0.0,17.42,0
2641,1,1,1,9773,1,1,4.836281906951478,1,38,38,9,9,4.900820428089049,1,0,0,1,1,1,3.044522437723423,0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.5649493574615367,0.0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.5257286443082556,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,2,12,12,1.0,-0.5,12.809999999999999,0
2642,1,17,5,9670,1,1,4.852030263919617,1,3,4,2,2,4.818667360250496,0,0,0,1,1,0,3.044522437723423,0,0.0,1.9459101490553132,1.9459101490553132,1.3862943611198906,2.5902671654458267,0.0,0.0,1.9459101490553132,2.302585092994046,0.0,0.0,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,12,3,0.25,-12.333333333333334,10.46,0
2643,1,39,1,9991,0,1,4.898585790287632,1,37,1,5,4,5.025195445427586,0,0,0,1,1,0,3.258096538021482,0,0.0,1.791759469228055,2.4849066497880004,1.6094379124341003,2.5257286443082556,0.0,0.0,1.791759469228055,2.4849066497880004,1.3862943611198906,2.6741486494265287,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,0,10,7,0.7,2.0,11.11,0
2644,1,39,1,9003,1,1,5.017279836814924,1,37,19,6,4,4.927253685157205,0,0,0,1,1,0,3.58351893845611,0,0.6931471805599453,1.9459101490553132,2.0794415416798357,1.791759469228055,2.624668592163159,0.0,0.6931471805599453,1.9459101490553132,2.4849066497880004,1.791759469228055,2.6968769005040847,0.0,2.803360380906535,1.33500106673234,,2,12,10,0.8333333333333334,1.0333333333333332,22.36,0
2645,1,1,1,171,1,1,4.898585790287632,1,1,37,7,7,4.77912349311153,0,0,0,1,1,0,3.1354942159291497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,0,0,0,,0.0,9.68,0
2646,1,43,1,9070,1,1,5.017279836814924,1,3,39,3,7,4.847331743138063,0,0,0,1,1,0,3.295836866004329,0,1.791759469228055,2.0794415416798357,2.1972245773362196,2.0794415416798357,2.659260036932778,0.0,1.3862943611198906,2.1972245773362196,2.4849066497880004,2.0794415416798357,2.575878427993727,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,1,15,14,0.9333333333333333,-1.1428571428571441,11.11,0
2647,1,44,1,9003,1,39,4.875197323201151,1,38,38,9,5,4.875197323201151,0,0,1,0,1,0,3.044522437723423,0,0.0,1.9459101490553132,2.833213344056216,1.6094379124341003,2.5494451709255714,0.0,0.0,1.9459101490553132,2.772588722239781,1.0986122886681098,2.5649493574615367,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,12,6,0.5,0.1999999999999993,17.42,0
2648,1,43,1,8014,0,12,4.898585790287632,1,37,1,9,10,4.7318028369214575,0,0,0,1,1,0,3.9318256327243257,0,1.9459101490553132,2.6390573296152584,2.6390573296152584,1.9459101490553132,2.512305623976115,0.0,1.0986122886681098,2.4849066497880004,2.4849066497880004,1.0986122886681098,2.6741486494265287,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,24,8,0.3333333333333333,2.166666666666666,17.42,0
2649,1,1,1,9500,1,1,4.836281906951478,1,19,38,9,8,4.78164132910387,0,0,0,1,1,0,3.044522437723423,0,0.0,2.1972245773362196,2.5649493574615367,1.791759469228055,2.565103191782277,0.6931471805599453,0.0,2.1972245773362196,2.5649493574615367,1.791759469228055,2.565103191782277,0.6931471805599453,2.468099531471619,0.8754687373538999,1.007957920399979,0,16,10,0.625,0.0,10.46,2
2650,1,1,1,9500,1,1,4.852030263919617,1,3,1,2,8,4.807294370078226,0,0,0,1,1,0,3.044522437723423,0,0.0,2.0794415416798357,2.3978952727983707,1.791759469228055,2.706493434413959,0.0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.6548056865833978,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,1,15,13,0.8666666666666667,-0.7544444444444487,11.11,0
2651,1,7,1,9003,1,3,4.948759890378168,1,3,19,2,10,4.948759890378168,0,0,0,0,1,0,3.58351893845611,0,0.0,1.9459101490553132,2.3978952727983707,1.791759469228055,2.785011242238338,0.0,0.6931471805599453,1.9459101490553132,2.302585092994046,0.6931471805599453,2.4849066497880004,0.0,2.803360380906535,1.33500106673234,,0,12,6,0.5,-4.199999999999999,22.36,0
2652,1,1,1,9670,1,1,4.709530201312334,1,3,19,4,5,4.700480365792417,0,0,0,1,1,1,2.995732273553991,0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.649209701079277,0.0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.719100037288795,0.0,2.803360380906535,1.33500106673234,,2,12,12,1.0,1.0238095238095237,22.36,0
2653,2,39,2,9147,1,1,4.898585790287632,1,37,37,5,7,4.709530201312334,0,0,0,1,1,0,3.784189633918261,0,0.0,1.791759469228055,2.70805020110221,0.0,0.0,0.6931471805599453,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.341805806147327,-1.6094379124341005,,0,10,0,0.0,0.0,11.719999999999999,1
2654,1,17,5,9500,1,1,4.8283137373023015,1,3,38,2,1,4.794136285500715,0,0,0,1,1,0,2.995732273553991,0,0.0,2.1972245773362196,2.4849066497880004,2.0794415416798357,2.6991536005944545,0.0,0.0,2.1972245773362196,2.4849066497880004,2.0794415416798357,2.6991536005944545,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,16,14,0.875,0.0,10.46,0
2655,1,39,1,9500,1,1,4.74493212836325,1,37,37,9,9,4.875197323201151,0,0,0,1,1,0,3.258096538021482,0,0.0,2.1972245773362196,2.4849066497880004,1.9459101490553132,2.615569348308045,0.0,0.0,2.1972245773362196,2.4849066497880004,1.9459101490553132,2.615569348308045,0.0,2.617395832834079,1.547562508716013,,2,16,12,0.75,0.0,18.099999999999998,0
2656,1,16,1,171,1,1,5.049856007249537,1,1,3,5,10,5.12574810119676,1,0,0,1,1,0,2.995732273553991,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,2,0,0,,0.0,12.809999999999999,0
2657,1,17,2,9853,1,1,4.74493212836325,1,1,19,9,9,4.726502471155617,1,0,0,1,1,1,3.044522437723423,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5649493574615367,0.0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.6026896854443837,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,1,12,12,1.0,0.5,9.879999999999999,0
2658,1,1,1,171,1,1,4.898585790287632,1,38,37,5,5,4.919980925828125,1,0,0,1,1,0,3.1354942159291497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.617395832834079,1.547562508716013,,0,0,0,,0.0,18.099999999999998,0
2659,1,1,1,9254,1,1,4.836281906951478,1,37,37,3,3,4.8283137373023015,0,0,0,1,1,1,2.995732273553991,0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.4849066497880004,0.0,0.0,1.9459101490553132,1.9459101490553132,1.791759469228055,2.580216829592325,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,0,12,11,0.9166666666666666,1.1999999999999993,9.68,0
2660,2,39,1,9991,0,1,4.795790545596741,1,19,37,3,9,4.897093252697127,0,0,0,1,1,0,3.4965075614664802,0,0.0,1.791759469228055,2.4849066497880004,1.6094379124341003,2.463853240590168,0.0,0.0,1.791759469228055,2.4849066497880004,1.6094379124341003,2.512305623976115,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,0,10,8,0.8,0.5833333333333339,12.809999999999999,0
2661,2,39,1,9773,1,38,4.61512051684126,1,37,37,9,7,5.043425116919247,1,0,0,1,1,0,4.060443010546419,0,0.0,1.9459101490553132,2.0794415416798357,1.791759469228055,2.7212954278522306,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.719100037288795,0.0,2.341805806147327,-1.6094379124341005,,2,12,11,0.9166666666666666,-0.033333333333333215,11.719999999999999,0
2662,1,1,1,9500,1,1,4.898585790287632,1,1,19,3,5,4.7535901911063645,0,0,0,0,1,0,3.044522437723423,0,0.0,2.0794415416798357,2.4849066497880004,1.6094379124341003,2.6100697927420065,0.0,0.0,2.0794415416798357,2.0794415416798357,1.6094379124341003,2.531710715985803,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,14,8,0.5714285714285714,-1.0250000000000004,17.42,0
2663,1,39,1,9991,0,1,4.795790545596741,1,1,1,5,5,4.574710978503383,1,0,0,0,1,0,3.6635616461296463,0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,0,10,0,0.0,0.0,6.790000000000001,0
2664,2,39,1,9991,0,1,4.795790545596741,1,37,3,9,3,5.1310814471721224,0,0,0,1,1,0,3.828641396489095,0,0.0,1.791759469228055,1.9459101490553132,1.791759469228055,2.70805020110221,0.0,0.0,1.791759469228055,1.9459101490553132,1.791759469228055,2.719100037288795,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,2,10,10,1.0,0.16666666666666607,11.11,0
2665,2,39,1,9773,1,1,4.709530201312334,1,37,37,9,10,4.948759890378168,0,0,1,0,1,0,3.784189633918261,0,0.0,1.9459101490553132,2.833213344056216,1.0986122886681098,2.3978952727983707,0.0,0.0,1.9459101490553132,2.5649493574615367,1.6094379124341003,2.583997552432231,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,12,6,0.5,2.25,10.46,0
2666,1,17,4,9070,1,1,4.976733742420574,1,38,1,9,9,4.93014804318357,1,0,0,1,1,0,2.995732273553991,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.6968769005040847,0.0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.6479462770325046,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,12,12,1.0,-0.7083333333333339,10.46,0
2667,2,39,1,9991,0,19,4.898585790287632,1,19,19,4,4,5.017279836814924,0,0,0,0,1,0,3.912023005428146,0,0.0,1.791759469228055,2.1972245773362196,1.0986122886681098,2.4849066497880004,0.0,0.0,1.791759469228055,1.791759469228055,0.6931471805599453,2.4849066497880004,0.0,2.803360380906535,1.33500106673234,,0,10,3,0.3,0.0,22.36,0
2668,2,39,1,9500,1,19,4.898585790287632,1,37,38,9,7,4.620058798481842,1,0,0,1,1,0,3.784189633918261,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.536527271550481,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.536527271550481,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,1,16,14,0.875,0.0,10.46,0
2669,1,39,1,8014,0,1,4.898585790287632,1,37,38,9,9,5.0072963928307415,0,0,0,1,1,0,3.5553480614894135,0,0.0,1.9459101490553132,1.9459101490553132,1.6094379124341003,2.583997552432231,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,0,11,4,0.36363636363636365,-12.25,9.68,0
2670,1,17,5,9119,1,1,4.9344739331306915,1,19,19,5,5,4.822697998516666,1,0,1,1,1,0,2.9444389791664403,0,0.0,1.791759469228055,2.302585092994046,1.6094379124341003,2.6026896854443837,0.0,0.0,1.791759469228055,2.4849066497880004,1.791759469228055,2.5084371471981943,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,1,10,9,0.9,-1.2142857142857135,11.11,0
2671,2,39,1,9991,0,1,4.795790545596741,1,38,38,1,4,4.939497266262916,0,0,0,1,1,0,3.784189633918261,0,0.0,1.791759469228055,1.791759469228055,1.791759469228055,2.6946271807700692,0.0,0.0,1.791759469228055,1.9459101490553132,1.791759469228055,2.6855773452501515,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,10,10,1.0,-0.13333333333333464,10.46,0
2672,1,1,2,9254,1,1,4.795790545596741,1,19,1,9,8,4.772378104971998,0,0,0,1,1,0,3.091042453358316,0,0.0,1.9459101490553132,2.1972245773362196,1.3862943611198906,2.5649493574615367,0.0,0.0,1.9459101490553132,2.302585092994046,0.6931471805599453,2.4849066497880004,0.0,2.803360380906535,1.33500106673234,,0,12,4,0.3333333333333333,-1.0,22.36,0
2673,2,39,1,9991,0,1,5.081404364984463,1,34,34,99,99,4.747537427275013,0,0,0,1,1,0,3.713572066704308,0,0.0,1.791759469228055,2.302585092994046,1.3862943611198906,2.4849066497880004,0.0,0.0,1.791759469228055,2.1972245773362196,1.6094379124341003,2.6026896854443837,0.6931471805599453,2.151762203259462,1.2809338454620642,0.2776317365982795,1,10,7,0.7,1.5,9.879999999999999,1
2674,1,17,1,9670,1,1,4.90527477843843,1,19,37,5,5,4.838660029356445,1,0,0,1,1,1,2.995732273553991,0,0.0,1.9459101490553132,2.0794415416798357,1.6094379124341003,2.691243082785829,0.0,0.0,1.9459101490553132,2.3978952727983707,1.9459101490553132,2.5301632413761213,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,12,10,0.8333333333333334,-2.1944444444444446,10.46,0
2675,1,1,1,9254,1,1,4.898585790287632,1,37,37,1,1,4.584967478670572,0,0,0,1,1,0,3.332204510175204,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.456735772821304,0.0,0.0,1.9459101490553132,2.1972245773362196,1.6094379124341003,2.505525936990736,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,1,12,10,0.8333333333333334,0.5833333333333339,10.46,0
2676,2,42,1,9556,1,1,4.709530201312334,1,37,37,9,6,4.948759890378168,0,0,0,1,1,0,3.784189633918261,0,0.0,2.0794415416798357,2.0794415416798357,0.0,0.0,0.0,0.0,2.1972245773362196,2.6390573296152584,1.0986122886681098,2.649714624089247,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,15,2,0.13333333333333333,13.15,17.42,0
2677,1,43,1,9991,0,1,4.875197323201151,1,37,37,9,9,4.8283137373023015,0,0,0,1,1,0,3.4657359027997265,0,0.6931471805599453,1.791759469228055,1.9459101490553132,1.791759469228055,2.6968769005040847,0.0,0.0,1.791759469228055,2.0794415416798357,1.791759469228055,2.797281334830153,0.0,2.341805806147327,-1.6094379124341005,,2,10,10,1.0,1.5666666666666664,11.719999999999999,0
2678,1,44,1,9003,1,39,4.948759890378168,1,38,1,134,134,4.948759890378168,1,0,1,1,1,0,3.295836866004329,0,0.0,1.9459101490553132,1.9459101490553132,0.0,0.0,0.0,0.0,1.9459101490553132,2.0794415416798357,0.0,0.0,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,1,12,0,0.0,0.0,6.790000000000001,0
2679,1,39,1,9991,0,1,5.017279836814924,1,37,38,175,103,4.852030263919617,0,0,0,1,1,0,3.5553480614894135,0,0.0,1.791759469228055,1.791759469228055,1.791759469228055,2.8213788864092133,0.0,0.0,1.791759469228055,1.791759469228055,1.791759469228055,2.8791984572980396,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,2,10,10,1.0,1.0,6.790000000000001,0
2680,4,43,1,9500,1,19,4.61512051684126,1,34,34,0,0,4.709530201312334,0,0,0,1,1,0,3.4339872044851463,0,2.4849066497880004,2.70805020110221,3.295836866004329,2.5649493574615367,2.6046201879744415,0.6931471805599453,2.4849066497880004,2.70805020110221,3.295836866004329,2.5649493574615367,2.6046201879744415,0.6931471805599453,2.151762203259462,1.2809338454620642,0.2776317365982795,2,28,24,0.8571428571428571,0.0,9.879999999999999,2
2681,2,39,1,9500,1,19,4.898585790287632,1,38,38,7,8,5.14166355650266,0,0,0,1,1,0,3.6109179126442243,0,0.0,2.0794415416798357,2.302585092994046,1.9459101490553132,2.6234601328015903,0.0,0.0,2.1972245773362196,2.4849066497880004,0.0,0.0,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,15,6,0.4,-12.783333333333331,17.42,0
2682,1,7,1,9991,0,3,4.795790545596741,1,37,37,6,7,4.795790545596741,0,0,1,0,1,0,3.8501476017100584,0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.6931471805599453,2.3978952727983707,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,0,10,1,0.1,10.0,9.68,0
2683,1,17,1,9085,1,1,4.898585790287632,1,1,19,5,9,4.875197323201151,0,0,0,1,1,0,3.1354942159291497,0,0.0,1.791759469228055,2.1972245773362196,1.3862943611198906,2.6390573296152584,0.0,0.0,1.791759469228055,2.1972245773362196,1.3862943611198906,2.456735772821304,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,2,10,6,0.6,-2.333333333333334,9.879999999999999,0
2684,1,7,1,9003,1,3,4.875197323201151,1,1,19,5,9,4.875197323201151,0,0,0,1,1,0,3.332204510175204,0,0.0,1.9459101490553132,2.1972245773362196,0.0,0.0,0.0,0.0,1.9459101490553132,2.3978952727983707,0.0,0.0,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,12,0,0.0,0.0,17.42,0
2685,1,1,2,9119,1,1,4.844187086458591,1,1,38,141,192,4.816241156068032,1,0,0,1,1,0,3.044522437723423,0,0.0,1.791759469228055,2.0794415416798357,1.791759469228055,2.468099531471619,0.0,0.0,1.791759469228055,2.302585092994046,1.3862943611198906,2.5649493574615367,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,1,10,8,0.8,1.1999999999999993,6.790000000000001,0
2686,1,51,1,9147,1,1,4.875197323201151,1,19,38,9,8,4.75960653929251,0,0,0,1,1,0,3.044522437723423,0,0.0,1.791759469228055,2.0794415416798357,1.791759469228055,2.4849066497880004,0.0,0.0,1.791759469228055,2.0794415416798357,1.3862943611198906,2.3978952727983707,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,1,10,8,0.8,-1.0,6.790000000000001,0
2687,1,42,1,9119,1,1,4.948759890378168,1,19,19,90,90,4.795790545596741,0,0,1,0,1,0,3.4657359027997265,0,0.0,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.617395832834079,1.547562508716013,,0,9,0,0.0,0.0,18.099999999999998,0
2688,1,1,1,9119,1,1,4.948759890378168,1,37,19,9,9,5.117993812416755,1,0,1,1,1,0,3.044522437723423,0,0.0,1.791759469228055,2.0794415416798357,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.341805806147327,-1.6094379124341005,,1,10,0,0.0,0.0,11.719999999999999,0
2689,1,17,1,9773,1,1,4.983606621708336,1,1,38,90,8,4.896346147694128,1,0,0,0,1,0,3.091042453358316,0,0.0,1.9459101490553132,2.3978952727983707,1.0986122886681098,2.5649493574615367,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,12,2,0.16666666666666666,-12.0,10.46,0
2690,1,17,1,9147,1,1,4.898585790287632,1,19,19,9,7,4.61512051684126,0,0,0,1,1,0,3.091042453358316,0,0.0,1.791759469228055,2.0794415416798357,1.6094379124341003,2.463853240590168,0.0,0.0,1.791759469228055,2.3978952727983707,1.0986122886681098,2.4849066497880004,1.3862943611198906,2.8449093838194073,0.262364264467491,-2.525728644308256,0,10,6,0.6,0.25,17.42,3
